Temperature,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Speed
18.4,187,665,601,63.43,0.07,1033,3.2
18.5,191,678,628,63.04,0.07,1033,3.2
18.7,194,689,654,62.26,0.07,1033,3.1
18.8,197,700,677,61.87,0.07,1033,3.1
18.9,201,707,700,61.49,0.07,1033,3.1
19.1,204,715,720,60.73,0.07,1033,3.2
19.2,187,757,746,61.39,0.07,1032,3.2
19.4,189,764,762,60.63,0.07,1032,3.2
19.5,190,769,777,60.26,0.07,1032,3.2
19.6,191,774,790,59.89,0.07,1032,3.2
19.7,192,777,801,59.52,0.07,1032,3.3
19.7,193,781,810,59.52,0.07,1032,3.3
19.8,203,767,813,60.17,0.07,1032,3.4
19.9,203,767,816,59.79,0.07,1032,3.4
20,203,768,819,59.37,0.07,1031,3.5
20,203,768,819,59.37,0.07,1031,3.5
20,203,767,818,59.37,0.07,1031,3.6
20,203,766,814,59.37,0.07,1031,3.7
20,210,750,806,60.17,0.07,1031,3.7
20.1,210,747,798,59.8,0.07,1031,3.8
20.1,208,742,787,59.8,0.07,1031,3.9
20,207,737,775,60.17,0.07,1031,3.9
20,206,732,762,60.17,0.07,1031,3.9
19.9,204,726,747,60.54,0.07,1031,4
19.9,213,700,725,60.95,0.07,1031,4
19.8,210,692,706,61.27,0.07,1030,4
19.8,208,683,686,61.27,0.07,1030,4.1
19.7,205,671,661,61.65,0.07,1030,4
19.6,201,660,637,62.04,0.07,1030,4
19.5,198,648,612,62.42,0.07,1030,4
19.4,199,624,583,62.87,0.07,1030,4
19.4,194,609,554,62.87,0.07,1030,4
19.3,189,593,525,63.26,0.07,1030,4
19.2,184,575,494,63.72,0.07,1031,3.9
19.1,178,555,461,64.11,0.07,1031,3.9
18.9,212,150,284,64.91,0.07,1031,3.8
18.8,183,46,204,65.49,0.07,1031,3.7
18.7,175,75,206,65.9,0.07,1031,3.7
18.6,155,51,175,66.31,0.07,1031,3.6
18.4,146,107,184,67.15,0.07,1031,3.5
18.2,127,195,189,67.99,0.07,1031,3.3
18,113,148,155,68.85,0.07,1031,3.2
17.8,97,126,128,71.12,0.07,1031,3
17.7,81,102,103,71.57,0.07,1031,2.9
17.5,78,197,113,72.48,0.07,1031,2.7
17.4,61,146,81,72.93,0.07,1031,2.7
17.3,35,22,38,73.39,0.07,1031,2.6
17.2,21,0,21,73.86,0.07,1031,2.6
17.1,8,0,8,73.36,0.07,1031,2.6
17,0,0,0,73.82,0.07,1031,2.5
16.9,0,0,0,74.29,0.07,1031,2.5
16.9,0,0,0,74.36,0.07,1032,2.5
16.8,0,0,0,74.83,0.07,1032,2.5
16.8,0,0,0,74.83,0.07,1032,2.5
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.32,0.07,1032,2.4
16.8,0,0,0,74.26,0.07,1032,2.4
16.8,0,0,0,74.26,0.07,1032,2.4
16.8,0,0,0,74.26,0.07,1032,2.5
16.8,0,0,0,74.26,0.07,1032,2.5
16.8,0,0,0,74.26,0.07,1032,2.5
16.8,0,0,0,74.26,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.8,0,0,0,74.48,0.07,1032,2.5
16.9,0,0,0,74.37,0.07,1032,2.5
16.9,0,0,0,74.37,0.07,1032,2.5
16.9,0,0,0,74.37,0.07,1032,2.5
