Temperature,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Speed
28.7,0,0,0,92.37,0.09,1017,2
28.7,0,0,0,92.46,0.09,1018,2.1
28.7,0,0,0,92.46,0.09,1018,2.1
28.7,0,0,0,92.46,0.09,1018,2.1
28.7,0,0,0,92.46,0.09,1018,2.2
28.7,0,0,0,91.99,0.09,1018,2.2
28.7,0,0,0,91.99,0.09,1018,2.3
28.6,0,0,0,92.53,0.09,1018,2.3
28.6,0,0,0,92.53,0.09,1018,2.3
28.6,0,0,0,92.53,0.09,1018,2.4
28.6,0,0,0,92.44,0.09,1017,2.4
28.6,0,0,0,91.66,0.09,1017,2.4
28.6,0,0,0,91.66,0.09,1017,2.5
28.6,0,0,0,91.66,0.09,1017,2.5
28.6,0,0,0,91.66,0.09,1017,2.5
28.6,0,0,0,91.66,0.09,1017,2.5
28.6,0,0,0,91.66,0.09,1017,2.5
28.5,0,0,0,91.37,0.09,1017,2.5
28.5,0,0,0,91.37,0.09,1017,2.5
28.5,0,0,0,91.37,0.09,1017,2.5
28.5,0,0,0,91.37,0.09,1017,2.5
28.5,0,0,0,91.37,0.09,1017,2.5
28.5,0,0,0,91.28,0.09,1016,2.5
28.5,0,0,0,90.42,0.09,1016,2.5
28.5,0,0,0,90.42,0.09,1016,2.5
28.5,0,0,0,90.42,0.09,1016,2.5
28.6,0,0,0,89.9,0.09,1016,2.5
28.6,0,0,0,89.9,0.09,1016,2.5
28.6,0,0,0,89.9,0.09,1016,2.5
28.6,0,0,0,89.17,0.09,1016,2.5
28.6,0,0,0,89.17,0.09,1016,2.4
28.6,0,0,0,89.17,0.09,1016,2.4
28.6,0,0,0,89.17,0.09,1016,2.3
28.6,0,0,0,89.17,0.09,1016,2.3
28.6,0,0,0,89.17,0.09,1016,2.2
28.6,0,0,0,88.65,0.09,1016,2.1
28.6,0,0,0,88.65,0.09,1016,2.1
28.6,0,0,0,88.65,0.09,1016,2
28.6,0,0,0,88.65,0.09,1016,1.9
28.6,0,0,0,88.65,0.09,1016,1.8
28.6,0,0,0,88.65,0.09,1016,1.7
28.5,0,0,0,88.93,0.09,1016,1.6
28.5,0,0,0,88.93,0.09,1016,1.5
28.5,0,0,0,88.93,0.09,1016,1.4
28.5,0,0,0,88.93,0.09,1016,1.3
28.5,0,0,0,88.93,0.09,1016,1.2
28.5,0,0,0,89.02,0.09,1017,1.1
28.6,0,0,0,88.94,0.09,1017,1.1
28.6,0,0,0,88.94,0.09,1017,1
28.6,0,0,0,88.94,0.09,1017,0.9
28.7,0,0,0,88.43,0.09,1017,0.9
28.8,10,16,10,87.92,0.09,1017,0.9
28.8,22,51,26,87.92,0.09,1017,0.9
28.9,37,95,47,89.47,0.09,1017,0.8
29,52,144,72,88.95,0.09,1017,0.8
29.1,66,193,99,88.44,0.09,1017,0.8
29.3,79,239,129,87.43,0.09,1017,0.9
29.4,90,283,160,86.93,0.09,1017,1
29.5,101,323,192,86.43,0.09,1017,1.1
29.7,112,355,225,82.5,0.09,1017,1.2
29.8,121,389,258,82.03,0.09,1017,1.3
29.9,120,416,281,81.56,0.09,1017,1.4
29.9,140,389,304,81.56,0.09,1017,1.4
29.9,141,456,349,81.56,0.09,1017,1.4
29.9,162,426,371,81.56,0.09,1017,1.4
29.9,195,349,378,81.56,0.09,1017,1.4
29.9,185,457,438,81.56,0.09,1017,1.4
30.8,210,418,455,74.51,0.09,1018,2
30.9,231,397,477,74.08,0.09,1018,2.1
31,257,358,490,73.67,0.09,1018,2.2
31,274,354,514,73.67,0.09,1018,2.3
31.1,281,391,557,71.98,0.09,1018,2.4
31.2,290,401,583,71.57,0.09,1018,2.5
31.2,311,378,599,71.57,0.09,1018,2.6
31.3,310,410,631,71.1,0.09,1017,2.8
31.3,319,416,655,71.1,0.09,1017,2.9
31.3,334,409,673,71.1,0.09,1017,3
31.3,336,428,700,71.33,0.09,1017,3.1
31.4,390,345,691,70.92,0.09,1017,3.2
31.4,362,416,732,70.92,0.09,1017,3.3
31.4,380,398,741,70.92,0.09,1017,3.4
31.5,386,403,758,70.52,0.09,1017,3.5
31.5,402,387,764,70.52,0.09,1017,3.6
31.5,408,389,778,71.37,0.09,1017,3.6
31.6,412,393,791,70.97,0.09,1017,3.7
31.6,412,410,811,70.97,0.09,1017,3.8
31.6,431,377,800,70.97,0.09,1017,3.8
31.7,430,387,812,70.57,0.09,1017,3.8
31.7,439,373,810,70.57,0.09,1017,3.9
31.7,451,356,805,71.39,0.09,1017,3.9
31.8,462,339,801,70.98,0.09,1017,3.9
31.8,478,307,785,70.98,0.09,1017,4
31.8,478,304,782,70.98,0.09,1017,4
31.8,479,297,775,70.98,0.09,1017,4
31.8,473,308,778,70.98,0.09,1017,4
31.8,475,288,760,71.93,0.09,1017,4
31.8,481,250,725,71.93,0.09,1017,4.1
31.8,481,226,700,71.86,0.09,1016,4.1
31.7,474,225,690,72.27,0.09,1016,4.1
31.7,472,180,643,72.27,0.09,1016,4.1
31.6,464,163,616,72.68,0.09,1016,4
31.6,454,166,607,73.9,0.09,1016,4
31.5,444,159,587,74.31,0.09,1016,4
31.5,433,164,578,74.31,0.09,1016,4
31.4,421,164,563,74.74,0.09,1016,4
31.4,408,162,545,74.74,0.09,1016,3.9
31.3,393,198,556,75.16,0.09,1016,3.9
31.2,380,185,528,76.99,0.09,1016,3.9
31.2,366,150,482,76.99,0.09,1016,3.8
31.1,345,105,424,77.43,0.09,1016,3.8
31,334,127,426,77.87,0.09,1016,3.7
31,317,200,457,77.95,0.09,1017,3.7
30.9,295,242,456,78.39,0.09,1017,3.6
30.8,271,279,450,80.13,0.09,1017,3.6
30.8,248,309,436,80.13,0.09,1017,3.5
30.7,230,315,413,80.59,0.09,1017,3.4
30.6,217,298,380,81.05,0.09,1017,3.4
30.5,198,310,357,81.51,0.09,1017,3.3
30.4,189,264,316,81.97,0.09,1017,3.3
30.3,165,308,303,82.94,0.09,1017,3.2
30.3,145,329,281,82.94,0.09,1017,3.2
30.2,128,339,256,83.41,0.09,1017,3.1
30.1,113,340,229,83.89,0.09,1017,3
30,96,354,205,84.37,0.09,1017,3
29.9,97,319,183,84.85,0.09,1017,2.9
29.8,85,288,152,86.23,0.09,1017,2.8
29.7,74,241,121,86.73,0.09,1017,2.7
29.6,61,190,92,87.22,0.09,1017,2.7
29.5,48,137,65,87.73,0.09,1017,2.7
29.4,34,85,41,88.23,0.09,1017,2.7
29.4,19,38,21,88.23,0.09,1017,2.7
29.3,7,10,8,87.98,0.09,1017,2.7
29.3,0,0,0,88.06,0.09,1018,2.7
29.2,0,0,0,88.57,0.09,1018,2.7
29.2,0,0,0,88.57,0.09,1018,2.7
29.1,0,0,0,89.08,0.09,1018,2.7
29.1,0,0,0,89.08,0.09,1018,2.7
29.1,0,0,0,88.52,0.09,1018,2.7
29,0,0,0,89.03,0.09,1018,2.7
29,0,0,0,89.03,0.09,1018,2.7
29,0,0,0,89.03,0.09,1018,2.7
29,0,0,0,89.03,0.09,1018,2.7
28.9,0,0,0,89.55,0.09,1018,2.7
28.9,0,0,0,88.92,0.09,1018,2.7
28.9,0,0,0,88.92,0.09,1018,2.7
28.8,0,0,0,89.44,0.09,1018,2.7
28.8,0,0,0,89.44,0.09,1018,2.7
28.8,0,0,0,89.44,0.09,1018,2.7
28.7,0,0,0,89.95,0.09,1018,2.7
28.7,0,0,0,89.46,0.09,1018,2.7
28.7,0,0,0,89.46,0.09,1018,2.7
28.7,0,0,0,89.46,0.09,1018,2.7
28.6,0,0,0,89.98,0.09,1018,2.7
28.6,0,0,0,89.98,0.09,1018,2.7
28.5,0,0,0,90.5,0.09,1018,2.7
28.5,0,0,0,89.8,0.09,1018,2.7
28.5,0,0,0,89.8,0.09,1018,2.7
28.4,0,0,0,90.32,0.09,1018,2.7
28.4,0,0,0,90.32,0.09,1018,2.8
28.3,0,0,0,90.84,0.09,1018,2.8
28.3,0,0,0,90.84,0.09,1018,2.8
28.3,0,0,0,89.75,0.09,1018,2.8
28.2,0,0,0,90.28,0.09,1018,2.8
28.2,0,0,0,90.28,0.09,1018,2.8
28.2,0,0,0,90.28,0.09,1018,2.8
28.1,0,0,0,90.8,0.09,1018,2.8
28.1,0,0,0,90.8,0.09,1018,2.8
28.1,0,0,0,89.58,0.09,1017,2.8
28,0,0,0,90.1,0.09,1017,2.8
28,0,0,0,90.1,0.09,1017,2.8
28,0,0,0,90.1,0.09,1017,2.8
28,0,0,0,90.1,0.09,1017,2.8
28,0,0,0,90.1,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.9,0,0,0,89.39,0.09,1017,2.8
27.8,0,0,0,88.62,0.09,1017,2.8
27.8,0,0,0,88.62,0.09,1017,2.8
27.8,0,0,0,88.62,0.09,1017,2.9
27.8,0,0,0,88.62,0.09,1017,2.9
27.8,0,0,0,88.62,0.09,1017,2.9
27.8,0,0,0,88.62,0.09,1017,2.9
27.8,0,0,0,87.29,0.09,1017,2.9
27.8,0,0,0,87.29,0.09,1017,2.9
27.7,0,0,0,87.79,0.09,1017,2.9
27.8,0,0,0,87.29,0.09,1017,2.9
27.8,0,0,0,87.29,0.09,1017,2.9
27.9,0,0,0,86.86,0.09,1018,2.9
27.9,0,0,0,86.69,0.09,1018,2.9
27.9,0,0,0,86.69,0.09,1018,2.9
28,0,0,0,86.19,0.09,1018,2.9
28.1,0,0,0,85.69,0.09,1018,3
28.3,11,30,12,84.71,0.09,1018,3
28.5,23,82,29,83.73,0.09,1018,3.1
28.7,36,134,50,83.53,0.09,1018,3.2
28.8,49,194,75,83.05,0.09,1018,3.2
29,61,250,103,82.1,0.09,1018,3.3
29.2,71,302,134,81.16,0.09,1018,3.3
29.4,81,349,166,80.23,0.09,1018,3.3
29.6,89,392,199,79.32,0.09,1018,3.3
29.8,98,426,232,74.03,0.09,1018,3.3
30,98,457,259,73.19,0.09,1018,3.3
30.2,113,453,287,72.35,0.09,1018,3.3
30.2,121,482,324,72.35,0.09,1018,3.3
30.2,161,354,322,72.35,0.09,1018,3.3
30.2,176,359,352,72.35,0.09,1018,3.3
30.2,166,469,411,72.35,0.09,1018,3.3
30.2,203,381,415,72.35,0.09,1018,3.3
31.3,231,330,425,66.11,0.09,1018,3.4
31.4,240,364,464,65.73,0.09,1018,3.4
31.5,259,350,486,65.36,0.09,1018,3.4
31.5,262,396,530,65.36,0.09,1018,3.4
31.6,264,427,565,65.33,0.09,1018,3.4
31.7,298,376,573,64.96,0.09,1018,3.5
31.8,334,299,561,64.59,0.09,1018,3.5
31.8,348,301,584,64.59,0.09,1018,3.5
31.9,318,418,655,64.23,0.09,1018,3.6
31.9,323,432,681,64.23,0.09,1018,3.6
32,321,468,719,65.36,0.09,1017,3.6
32,335,462,738,65.36,0.09,1017,3.7
32.1,345,469,763,65,0.09,1017,3.7
32.1,357,467,781,65,0.09,1017,3.7
32.1,370,455,790,65,0.09,1017,3.7
32.1,385,427,786,65,0.09,1017,3.7
32.1,393,428,801,66.05,0.09,1017,3.8
32.1,400,440,824,66.05,0.09,1017,3.8
32.2,408,433,829,65.68,0.09,1017,3.8
32.2,416,448,855,65.62,0.09,1016,3.8
32.1,421,437,853,65.99,0.09,1016,3.8
32.1,425,421,842,65.99,0.09,1016,3.7
32.1,428,428,855,67.41,0.09,1016,3.7
32.1,430,426,855,67.41,0.09,1016,3.7
32.1,431,433,863,67.41,0.09,1016,3.7
32.1,430,431,860,67.41,0.09,1016,3.7
32.1,427,420,845,67.41,0.09,1016,3.6
32.1,424,428,848,67.41,0.09,1016,3.6
32,421,411,825,68.57,0.09,1016,3.6
32,457,330,780,68.57,0.09,1016,3.5
32,464,293,748,68.57,0.09,1016,3.5
32,438,344,767,68.51,0.09,1015,3.4
31.9,440,330,752,68.89,0.09,1015,3.4
31.9,434,327,740,68.89,0.09,1015,3.3
31.8,402,368,740,69.52,0.09,1015,3.2
31.8,379,394,735,69.52,0.09,1015,3.1
31.7,349,445,743,69.92,0.09,1015,3.1
31.7,335,451,726,69.92,0.09,1015,3
31.6,320,461,711,70.31,0.09,1015,2.9
31.6,282,545,731,70.31,0.09,1015,2.8
31.6,287,487,677,71.4,0.09,1015,2.7
31.5,159,718,717,71.8,0.09,1015,2.6
31.5,157,708,689,71.8,0.09,1015,2.6
31.4,236,521,614,72.21,0.09,1015,2.5
31.4,151,685,629,72.21,0.09,1015,2.4
31.4,148,672,598,72.21,0.09,1015,2.4
31.3,150,648,565,72.8,0.09,1016,2.3
31.3,163,585,519,72.8,0.09,1016,2.3
31.3,142,616,498,72.8,0.09,1016,2.2
31.2,138,598,464,73.22,0.09,1016,2.1
31.1,133,578,430,73.63,0.09,1016,2.1
31.1,128,555,395,73.63,0.09,1016,2
31,125,525,359,74.19,0.09,1016,1.9
30.9,119,498,324,74.61,0.09,1016,1.9
30.9,113,469,289,74.61,0.09,1016,1.8
30.8,106,436,255,75.03,0.09,1016,1.8
30.7,98,401,221,75.46,0.09,1016,1.7
30.7,90,361,187,75.46,0.09,1016,1.7
30.6,80,318,155,77.26,0.09,1016,1.6
30.5,70,270,124,77.7,0.09,1016,1.6
30.4,59,217,94,78.14,0.09,1016,1.5
30.4,47,161,67,78.14,0.09,1016,1.5
30.3,33,104,43,78.59,0.09,1016,1.5
30.3,19,51,22,78.59,0.09,1016,1.5
30.2,8,13,8,79.7,0.09,1016,1.5
30.1,0,0,0,80.24,0.09,1017,1.5
30.1,0,0,0,80.24,0.09,1017,1.5
30,0,0,0,80.7,0.09,1017,1.6
30,0,0,0,80.7,0.09,1017,1.6
30,0,0,0,80.7,0.09,1017,1.6
29.9,0,0,0,81.49,0.09,1017,1.6
29.9,0,0,0,81.49,0.09,1017,1.6
29.9,0,0,0,81.49,0.09,1017,1.7
29.8,0,0,0,81.95,0.09,1017,1.7
29.8,0,0,0,81.95,0.09,1017,1.7
29.8,0,0,0,81.95,0.09,1017,1.7
29.7,0,0,0,82.39,0.09,1017,1.7
29.7,0,0,0,82.39,0.09,1017,1.7
29.7,0,0,0,82.39,0.09,1017,1.8
29.6,0,0,0,82.87,0.09,1017,1.8
29.6,0,0,0,82.87,0.09,1017,1.8
29.5,0,0,0,83.34,0.09,1017,1.9
29.5,0,0,0,83.07,0.09,1017,1.9
29.4,0,0,0,83.55,0.09,1017,1.9
29.4,0,0,0,83.55,0.09,1017,2
29.3,0,0,0,84.03,0.09,1017,2
29.3,0,0,0,84.03,0.09,1017,2.1
29.2,0,0,0,84.43,0.09,1016,2.1
29.2,0,0,0,84.77,0.09,1016,2.2
29.1,0,0,0,85.26,0.09,1016,2.2
29.1,0,0,0,85.26,0.09,1016,2.3
29,0,0,0,85.75,0.09,1016,2.3
29,0,0,0,85.75,0.09,1016,2.4
28.9,0,0,0,86.24,0.09,1016,2.4
28.9,0,0,0,86.42,0.09,1016,2.4
28.9,0,0,0,86.42,0.09,1016,2.5
28.8,0,0,0,86.92,0.09,1016,2.5
28.8,0,0,0,86.84,0.09,1015,2.6
28.7,0,0,0,87.34,0.09,1015,2.6
28.7,0,0,0,87.34,0.09,1015,2.6
28.7,0,0,0,87.12,0.09,1015,2.6
28.6,0,0,0,87.62,0.09,1015,2.7
28.6,0,0,0,87.62,0.09,1015,2.7
28.6,0,0,0,87.62,0.09,1015,2.7
28.6,0,0,0,87.62,0.09,1015,2.7
28.5,0,0,0,88.13,0.09,1015,2.7
28.5,0,0,0,87.81,0.09,1015,2.8
28.5,0,0,0,87.81,0.09,1015,2.8
28.5,0,0,0,87.81,0.09,1015,2.8
28.5,0,0,0,87.81,0.09,1015,2.8
28.4,0,0,0,88.32,0.09,1015,2.8
28.4,0,0,0,88.32,0.09,1015,2.8
28.4,0,0,0,87.96,0.09,1015,2.8
28.4,0,0,0,87.96,0.09,1015,2.8
28.4,0,0,0,87.96,0.09,1015,2.8
28.4,0,0,0,87.96,0.09,1015,2.8
28.3,0,0,0,88.47,0.09,1015,2.8
28.3,0,0,0,88.47,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.2,0.09,1015,2.8
28.3,0,0,0,88.75,0.09,1015,2.8
28.3,0,0,0,88.75,0.09,1015,2.8
28.4,0,0,0,88.24,0.09,1015,2.8
28.5,0,0,0,87.73,0.09,1015,2.9
28.6,9,0,9,87.23,0.09,1015,2.9
28.7,21,9,22,86.72,0.09,1015,2.9
28.8,32,48,37,87.93,0.09,1015,3
28.9,45,67,54,87.42,0.09,1015,3
29,59,85,74,86.92,0.09,1015,3.1
29.2,74,103,95,86.01,0.09,1016,3.2
29.3,88,121,118,85.52,0.09,1016,3.2
29.5,102,55,118,84.54,0.09,1016,3.3
29.6,109,280,196,82.71,0.09,1016,3.4
29.8,112,367,241,81.77,0.09,1016,3.4
29.9,126,375,270,81.31,0.09,1016,3.5
29.9,146,346,291,81.31,0.09,1016,3.5
29.9,157,373,327,81.31,0.09,1016,3.5
29.9,162,424,369,81.31,0.09,1016,3.5
29.9,173,439,402,81.31,0.09,1016,3.5
29.9,213,336,399,81.31,0.09,1016,3.5
30.8,131,653,513,74.58,0.11,1016,3.8
30.9,135,669,547,74.16,0.11,1016,3.8
31,138,683,580,73.74,0.11,1016,3.9
31.1,141,696,612,73.32,0.11,1016,3.9
31.2,150,697,641,72.63,0.11,1016,3.9
31.3,312,57,354,72.22,0.11,1016,3.9
31.3,155,719,700,72.22,0.11,1016,4
31.4,157,728,727,71.81,0.11,1016,4
31.5,365,290,599,71.41,0.11,1016,4
31.5,398,180,547,71.41,0.11,1016,4
31.6,170,741,800,71.54,0.11,1016,4
31.7,172,748,823,71.13,0.11,1016,4
31.7,174,754,844,71.06,0.11,1015,4
31.8,175,759,864,70.66,0.11,1015,4
31.8,177,764,882,70.66,0.11,1015,4
31.9,178,769,898,70.27,0.11,1015,4
31.9,145,821,925,70.5,0.11,1015,4
32,471,248,710,70.11,0.11,1015,4
32,473,267,733,70.11,0.11,1015,4
32,147,829,960,70.11,0.11,1015,4
32,148,830,967,70.11,0.11,1015,4
32.1,148,832,974,69.71,0.11,1015,4
32.1,160,817,973,69.94,0.11,1015,4
32.1,160,817,976,69.94,0.11,1015,4
32.1,160,817,976,69.87,0.11,1014,4
32.1,431,431,861,69.87,0.11,1014,4
32.1,428,427,853,69.87,0.11,1014,4
32.1,425,460,882,69.87,0.11,1014,4
32.1,420,465,878,70.48,0.11,1014,4
32,415,457,862,70.88,0.11,1014,4
32,461,303,755,70.88,0.11,1014,3.9
32,467,261,717,70.88,0.11,1014,3.9
32,165,790,914,70.88,0.11,1014,3.9
32,164,786,899,70.88,0.11,1014,3.8
31.9,430,302,708,71.87,0.11,1014,3.8
31.9,438,228,644,71.87,0.11,1014,3.8
31.9,414,287,668,71.87,0.11,1014,3.7
31.9,149,781,826,71.87,0.11,1014,3.7
31.8,147,775,803,72.28,0.11,1014,3.6
31.8,146,768,779,72.21,0.11,1013,3.6
31.8,148,752,751,72.12,0.11,1013,3.5
31.7,366,185,510,72.53,0.11,1013,3.4
31.7,144,734,696,72.53,0.11,1013,3.4
31.7,142,724,667,72.53,0.11,1013,3.3
31.6,139,713,636,72.94,0.11,1013,3.2
31.6,136,700,605,72.94,0.11,1013,3
31.5,135,682,572,73.5,0.11,1013,2.9
31.5,132,668,539,73.5,0.11,1013,2.8
31.4,129,651,505,73.91,0.11,1013,2.7
31.4,125,634,471,73.91,0.11,1013,2.6
31.3,121,615,437,74.33,0.11,1013,2.5
31.3,117,593,402,74.33,0.11,1013,2.3
31.3,113,568,366,74.91,0.11,1014,2.2
31.2,108,541,331,75.33,0.11,1014,2.1
31.2,102,512,296,75.33,0.11,1014,2
31,96,480,260,76.19,0.11,1014,1.9
30.9,101,316,198,76.63,0.11,1014,1.8
30.8,88,296,169,77.06,0.11,1014,1.7
30.7,76,275,141,78.22,0.11,1014,1.6
30.5,64,250,113,79.12,0.11,1014,1.5
30.4,55,263,98,79.57,0.11,1014,1.5
30.3,40,188,64,80.02,0.11,1014,1.4
30.2,33,136,45,80.48,0.11,1014,1.4
30.1,20,71,24,80.94,0.11,1014,1.4
30,9,22,9,81.53,0.11,1014,1.3
29.9,0,0,0,82,0.11,1014,1.3
29.8,0,0,0,82.47,0.11,1014,1.3
29.7,0,0,0,82.94,0.11,1014,1.3
29.7,0,0,0,82.94,0.11,1014,1.3
29.6,0,0,0,83.42,0.11,1014,1.3
29.6,0,0,0,83.77,0.11,1014,1.3
29.5,0,0,0,84.25,0.11,1014,1.3
29.4,0,0,0,84.73,0.11,1014,1.4
29.4,0,0,0,84.73,0.11,1014,1.4
29.4,0,0,0,84.73,0.11,1014,1.4
29.3,0,0,0,85.22,0.11,1014,1.5
29.3,0,0,0,85.4,0.11,1014,1.5
29.3,0,0,0,85.4,0.11,1014,1.5
29.2,0,0,0,85.89,0.11,1014,1.6
29.2,0,0,0,85.89,0.11,1014,1.6
29.2,0,0,0,85.89,0.11,1014,1.7
29.1,0,0,0,86.39,0.11,1014,1.7
29.1,0,0,0,86.38,0.11,1014,1.8
29,0,0,0,86.88,0.11,1014,1.9
29,0,0,0,86.88,0.11,1014,1.9
29,0,0,0,86.88,0.11,1014,2
28.9,0,0,0,87.38,0.11,1014,2
28.8,0,0,0,87.89,0.11,1014,2.1
28.8,0,0,0,87.81,0.11,1014,2.1
28.7,0,0,0,88.23,0.11,1013,2.2
28.7,0,0,0,88.23,0.11,1013,2.3
28.6,0,0,0,88.74,0.11,1013,2.3
28.6,0,0,0,88.74,0.11,1013,2.3
28.5,0,0,0,89.26,0.11,1013,2.4
28.5,0,0,0,88.92,0.11,1013,2.4
28.4,0,0,0,89.43,0.11,1013,2.5
28.4,0,0,0,89.43,0.11,1013,2.5
28.3,0,0,0,89.95,0.11,1013,2.5
28.3,0,0,0,89.95,0.11,1013,2.6
28.2,0,0,0,90.48,0.11,1013,2.6
28.2,0,0,0,90.09,0.11,1013,2.6
28.2,0,0,0,90.09,0.11,1013,2.7
28.1,0,0,0,90.61,0.11,1013,2.7
28.1,0,0,0,90.61,0.11,1013,2.7
28,0,0,0,91.14,0.11,1013,2.7
28,0,0,0,91.14,0.11,1013,2.8
28,0,0,0,90.75,0.11,1013,2.8
27.9,0,0,0,91.28,0.11,1013,2.8
27.9,0,0,0,91.28,0.11,1013,2.9
27.9,0,0,0,91.28,0.11,1013,2.9
27.9,0,0,0,91.28,0.11,1013,2.9
27.9,0,0,0,91.28,0.11,1013,3
27.8,0,0,0,91.58,0.11,1013,3
27.8,0,0,0,91.58,0.11,1013,3
27.8,0,0,0,91.58,0.11,1013,3.1
27.8,0,0,0,91.58,0.11,1013,3.1
27.8,0,0,0,91.58,0.11,1013,3.1
27.8,0,0,0,91.58,0.11,1013,3.2
27.8,0,0,0,91.36,0.11,1013,3.2
27.8,0,0,0,91.36,0.11,1013,3.2
27.7,0,0,0,91.89,0.11,1013,3.3
27.8,0,0,0,91.36,0.11,1013,3.3
27.8,0,0,0,91.36,0.11,1013,3.3
27.9,0,0,0,90.83,0.11,1013,3.4
27.9,0,0,0,91.65,0.11,1013,3.4
28,0,0,0,91.21,0.11,1014,3.5
28,0,0,0,91.21,0.11,1014,3.5
28.2,0,0,0,90.16,0.11,1014,3.6
28.3,11,31,12,89.63,0.11,1014,3.8
28.5,23,91,28,88.6,0.11,1014,3.9
28.6,35,157,50,89.6,0.11,1014,4
28.8,46,223,76,88.57,0.11,1014,4.2
28.9,56,285,104,88.06,0.11,1014,4.3
29.1,65,340,135,87.05,0.11,1014,4.4
29.2,73,389,167,86.55,0.11,1014,4.5
29.3,80,433,200,86.06,0.11,1014,4.6
29.5,89,463,234,84.79,0.11,1014,4.7
29.6,95,498,268,84.31,0.11,1014,4.7
29.7,111,460,287,83.83,0.11,1014,4.8
29.7,119,488,323,83.83,0.11,1014,4.8
29.7,129,504,357,83.83,0.11,1014,4.8
29.7,159,434,371,83.83,0.11,1014,4.8
29.7,178,418,396,83.83,0.11,1014,4.8
29.7,194,418,425,83.83,0.11,1014,4.8
30.6,250,224,381,79,0.11,1015,5.2
30.7,273,158,370,78.55,0.11,1015,5.2
30.8,198,8,203,78.1,0.11,1015,5.2
31,296,82,352,77.22,0.11,1015,5.2
31.1,313,88,375,76.68,0.11,1015,5.3
31.2,322,283,529,76.25,0.11,1015,5.3
31.3,271,468,626,75.82,0.11,1015,5.3
31.3,317,396,626,75.82,0.11,1015,5.3
31.4,309,436,660,75.39,0.11,1015,5.4
31.5,306,475,700,74.96,0.11,1015,5.4
31.6,319,473,722,74.58,0.11,1015,5.4
31.6,331,477,746,74.58,0.11,1015,5.4
31.7,400,339,701,74.16,0.11,1015,5.4
31.7,359,457,773,74.16,0.11,1015,5.4
31.8,369,469,801,73.74,0.11,1015,5.4
31.8,377,482,829,73.74,0.11,1015,5.5
31.9,388,478,842,73.34,0.11,1015,5.5
31.9,401,436,820,73.34,0.11,1015,5.5
31.9,169,791,937,73.34,0.11,1015,5.5
32,169,793,947,72.93,0.11,1015,5.5
32,170,795,955,72.93,0.11,1015,5.5
32,170,797,961,72.93,0.11,1015,5.5
32,171,797,965,72.82,0.11,1015,5.4
32,172,797,967,72.82,0.11,1015,5.4
32,172,797,968,72.82,0.11,1015,5.4
32,171,797,967,72.82,0.11,1015,5.4
32,171,796,964,72.75,0.11,1014,5.4
32,425,460,881,72.75,0.11,1014,5.3
32,420,426,840,72.55,0.11,1014,5.3
32,169,794,946,72.55,0.11,1014,5.2
32,408,437,831,72.55,0.11,1014,5.2
32,391,492,863,72.55,0.11,1014,5.1
32,386,481,841,72.55,0.11,1014,5.1
32,371,496,835,72.55,0.11,1014,5
31.9,363,487,811,72.55,0.11,1014,5
31.9,350,494,796,72.55,0.11,1014,4.9
31.9,341,477,764,72.55,0.11,1014,4.8
31.9,322,505,759,72.55,0.11,1014,4.8
31.9,396,262,617,72.55,0.11,1014,4.7
31.9,283,543,730,72.55,0.11,1014,4.6
31.8,289,484,676,72.49,0.11,1014,4.5
31.8,324,378,617,72.49,0.11,1014,4.5
31.8,277,448,615,72.49,0.11,1014,4.4
31.8,291,388,572,72.49,0.11,1014,4.3
31.7,275,398,553,72.9,0.11,1014,4.1
31.7,272,346,504,72.9,0.11,1014,4
31.6,244,393,495,74.01,0.11,1014,3.9
31.6,255,277,424,74.01,0.11,1014,3.8
31.5,219,367,431,74.43,0.11,1014,3.7
31.4,219,289,377,74.85,0.11,1014,3.5
31.4,183,386,381,74.85,0.11,1014,3.4
31.3,165,397,355,75.27,0.11,1014,3.3
31.2,140,441,337,75.98,0.11,1014,3.2
31.1,121,462,312,76.41,0.11,1014,3.1
31.1,120,394,268,76.41,0.11,1014,3
31,111,352,232,76.84,0.11,1014,2.8
30.9,100,325,199,77.28,0.11,1014,2.7
30.8,88,305,170,77.8,0.11,1015,2.6
30.7,75,284,142,80.5,0.11,1015,2.5
30.6,63,259,115,80.96,0.11,1015,2.3
30.5,52,230,89,81.42,0.11,1015,2.2
30.4,45,180,68,81.89,0.11,1015,2.2
30.3,33,118,43,82.36,0.11,1015,2.2
30.2,20,59,23,82.83,0.11,1015,2.1
30.2,7,0,7,81.85,0.11,1015,2.1
30.1,0,0,0,82.32,0.11,1015,2.1
30,0,0,0,82.88,0.11,1016,2.1
29.9,0,0,0,83.35,0.11,1016,2.1
29.9,0,0,0,83.35,0.11,1016,2.2
29.8,0,0,0,83.83,0.11,1016,2.2
